"Protein.ID","Control.Symbiosome_PValue","Control.Symbiosome_AdjPVal","Control.Symbiosome_log2FoldChange","featureAvg","CycLoess_Con1","CycLoess_Con2","CycLoess_Con3","CycLoess_Con4","CycLoess_Con5","CycLoess_Con6","CycLoess_Sym1","CycLoess_Sym2","CycLoess_Sym3","CycLoess_Sym4","CycLoess_Sym5","CycLoess_Sym6","Source","Hit.accession","Hit.description","Query.length","Hit.length","Max.bit.score","Total.bit.score","Identity","Identity..","Coverage..","Expect","GO.terms","log2FoldChange_Sym0_Apo0","padj_Sym0_Apo0","TM_Helices","Enrichment"
"AIPGENE10935",NA,NA,NA,NA,22.9117443420133,NA,23.9316006114862,21.5210642794686,22.5539967299852,NA,NA,NA,NA,NA,NA,NA,"TrEMBL","tr|A7SVX9|A7SVX9_NEMVE","Predicted protein OS=Nematostella vectensis GN=v1g247717 PE=4 SV=1",346,1210,63.54,63.54,"78/307","25.41%","83.82%",1.35e-07,"""GO:0007165,GO:0008150,GO:0009987,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0065007""",1.32571088889599,0.00318547478000612,"1","ConEnriched"
"AIPGENE10966",NA,NA,NA,NA,24.7289837639236,25.2010147020394,25.144696905063,25.1533155689547,25.1608456851894,25.0956086282407,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|Q3ZBV8|SYTC_BOVIN","""Threonine--tRNA ligase, cytoplasmic OS=Bos taurus GN=TARS PE=2 SV=1""",414,723,599.74,599.74,"284/414","68.60%","99.28%",0,"""GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0004812,GO:0004829,GO:0005488,GO:0005524,GO:0005575,GO:0005737,GO:0005856,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006435,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0015629,GO:0016070,GO:0016874,GO:0016875,GO:0016876,GO:0017076,GO:0019538,GO:0019752,GO:0030554,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032559,GO:0034641,GO:0034645,GO:0034660,GO:0035639,GO:0036094,GO:0043038,GO:0043039,GO:0043167,GO:0043168,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044281,GO:0044424,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0046483,GO:0071704,GO:0090304,GO:0097159,GO:0097367,GO:1901265,GO:1901360,GO:1901363,GO:1901564,GO:1901576""",NA,NA,"0","ConEnriched"
"AIPGENE10967",NA,NA,NA,NA,22.0587558332598,NA,22.4696313369192,22.6613100636357,22.8675426053514,NA,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|Q9FTZ2|EBP_ORYSJ","""Probable 3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase OS=Oryza sativa subsp. japonica GN=Os01g0103600 PE=2 SV=1""",221,219,54.68,54.68,"34/132","25.76%","59.73%",5.09e-08,"""GO:0000247,GO:0003674,GO:0003824,GO:0005575,GO:0005783,GO:0005789,GO:0005886,GO:0006066,GO:0006629,GO:0006694,GO:0008150,GO:0008152,GO:0008202,GO:0008610,GO:0009058,GO:0016020,GO:0016021,GO:0016125,GO:0016126,GO:0016853,GO:0016860,GO:0016863,GO:0031090,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044238,GO:0044281,GO:0044283,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0044699,GO:0044710,GO:0044711,GO:0046165,GO:0047750,GO:0050789,GO:0050794,GO:0060147,GO:0060964,GO:0060966,GO:0060968,GO:0065007,GO:0071704,GO:0098588,GO:0098589,GO:1901360,GO:1901362,GO:1901576,GO:1901615,GO:1901617""",NA,NA,"5","ConEnriched"
"AIPGENE10991",NA,NA,NA,NA,24.423396191872,24.5306213729609,24.2981840087171,24.1800766963817,24.0236988758602,23.6142300823657,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|Q9R1P4|PSA1_MOUSE","Proteasome subunit alpha type-1 OS=Mus musculus GN=Psma1 PE=1 SV=1",232,263,385.57,385.57,"178/232","76.72%","100.00%",2.57e-134,"""GO:0000502,GO:0001530,GO:0002376,GO:0002682,GO:0002683,GO:0002861,GO:0002862,GO:0003674,GO:0003824,GO:0004175,GO:0004298,GO:0005488,GO:0005515,GO:0005575,GO:0005634,GO:0005737,GO:0005829,GO:0005839,GO:0006508,GO:0006511,GO:0008150,GO:0008152,GO:0008233,GO:0008289,GO:0009056,GO:0009057,GO:0009987,GO:0016787,GO:0019538,GO:0019773,GO:0019941,GO:0031347,GO:0031348,GO:0032101,GO:0032102,GO:0032991,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043234,GO:0043632,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044424,GO:0044444,GO:0044464,GO:0048519,GO:0048583,GO:0048585,GO:0050727,GO:0050728,GO:0050776,GO:0050777,GO:0050789,GO:0051603,GO:0065007,GO:0070003,GO:0070011,GO:0071704,GO:0080134,GO:0097367,GO:1901575,GO:1903034,GO:1903035""",0.931790830917223,4.51419338449447e-05,"0","ConEnriched"
"AIPGENE11011",NA,NA,NA,NA,22.6285323030677,NA,23.0049630151085,NA,22.0951559472562,NA,NA,NA,NA,NA,NA,NA,"TrEMBL","tr|K1Q5B6|K1Q5B6_CRAGI","""28S ribosomal protein S29, mitochondrial OS=Crassostrea gigas GN=CGI_10006345 PE=4 SV=1""",1229,971,261.92,261.92,"178/520","34.23%","40.93%",3.71e-69,"""GO:0005575,GO:0005840,GO:0030529,GO:0032991,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044424,GO:0044444,GO:0044464""",NA,NA,"0","ConEnriched"
"AIPGENE11091",NA,NA,NA,NA,24.3674067340292,23.2526940880521,24.9718879890341,24.5748128251939,25.4553433651937,23.7339608749217,NA,NA,NA,NA,NA,NA,"TrEMBL","tr|A7RTE3|A7RTE3_NEMVE","Predicted protein OS=Nematostella vectensis GN=v1g240549 PE=4 SV=1",365,957,75.87,75.87,"77/210","36.67%","47.67%",1.36e-11,"""GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005575,GO:0005634,GO:0006139,GO:0006259,GO:0006281,GO:0006302,GO:0006310,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009987,GO:0033554,GO:0034641,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:0097159,GO:1901360,GO:1901363""",-0.308919811143967,0.03964990365334,"1","ConEnriched"
"AIPGENE11186",NA,NA,NA,NA,24.1764628655197,24.201705935033,24.2255340435814,24.2242331371448,24.167617697672,24.0911799402176,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|Q4R5P6|DC1L2_MACFA","Cytoplasmic dynein 1 light intermediate chain 2 OS=Macaca fascicularis GN=DYNC1LI2 PE=2 SV=1",376,492,367.85,367.85,"180/359","50.14%","94.95%",9.43e-122,"""GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003774,GO:0003777,GO:0003824,GO:0005488,GO:0005524,GO:0005575,GO:0005737,GO:0005856,GO:0005868,GO:0005874,GO:0005875,GO:0006810,GO:0006928,GO:0007017,GO:0007018,GO:0008150,GO:0008152,GO:0009987,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0030286,GO:0030554,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043234,GO:0044422,GO:0044424,GO:0044430,GO:0044444,GO:0044446,GO:0044464,GO:0044699,GO:0044763,GO:0051234,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1902494""",-0.38376681056259,0.0394699258273334,"0","ConEnriched"
"AIPGENE11193",NA,NA,NA,NA,23.4852058802285,23.8618790746342,24.4038254341658,23.1929589763316,24.0177738357708,NA,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|Q6XPT5|MCA7_ARATH","Metacaspase-7 OS=Arabidopsis thaliana GN=AMC7 PE=1 SV=1",703,403,67.01,67.01,"56/168","33.33%","21.48%",1.93e-10,"""GO:0003674,GO:0003824,GO:0004175,GO:0004197,GO:0006508,GO:0008150,GO:0008152,GO:0008233,GO:0008234,GO:0016787,GO:0019538,GO:0043170,GO:0044238,GO:0070011,GO:0071704""",1.66042311620226,1.47076461269188e-21,"0","ConEnriched"
"AIPGENE11276",NA,NA,NA,NA,26.1636048596885,26.6597285229191,25.2614980246224,23.8647509099871,25.5194056883029,26.1223494334009,NA,NA,NA,NA,NA,NA,"TrEMBL","tr|W4Y0P2|W4Y0P2_STRPU","Uncharacterized protein OS=Strongylocentrotus purpuratus GN=Sp-Endrvt18 PE=4 SV=1",607,699,103.61,103.61,"59/131","45.04%","21.42%",8.85e-20,"""GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0003964,GO:0005488,GO:0006139,GO:0006259,GO:0006260,GO:0006278,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0016740,GO:0016772,GO:0016779,GO:0034061,GO:0034641,GO:0034645,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0046483,GO:0071704,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1901576""",3.36407165903427,7.5327056361918e-16,"0","ConEnriched"
"AIPGENE11306",NA,NA,NA,NA,23.7744416292454,24.3467457190425,23.8825469050441,23.3977993239191,24.0173732776878,22.5991626135864,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|O57656|GPDA_TAKRU","""Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic OS=Takifugu rubripes GN=gpd1 PE=3 SV=1""",392,351,407.91,407.91,"206/389","52.96%","98.72%",4.32e-139,"""GO:0000166,GO:0003674,GO:0003824,GO:0004367,GO:0005488,GO:0005515,GO:0005575,GO:0005737,GO:0005975,GO:0006072,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009056,GO:0009331,GO:0009987,GO:0016491,GO:0016614,GO:0016616,GO:0019637,GO:0032991,GO:0036094,GO:0042802,GO:0042803,GO:0043234,GO:0044237,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0044699,GO:0044710,GO:0046168,GO:0046434,GO:0046983,GO:0048037,GO:0050662,GO:0051287,GO:0052646,GO:0055114,GO:0071704,GO:0097159,GO:1901135,GO:1901136,GO:1901265,GO:1901363,GO:1901575,GO:1902494,GO:1990204""",NA,NA,"0","ConEnriched"
"AIPGENE11311",NA,NA,NA,NA,24.2685582125778,24.2971284351893,24.3986065478207,24.293567278688,24.4132600880078,NA,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|P38656|LA_RAT","Lupus La protein homolog OS=Rattus norvegicus GN=Ssb PE=2 SV=1",239,415,105.14,105.14,"66/198","33.33%","80.33%",6.81e-25,"""GO:0000166,GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005575,GO:0005634,GO:0006139,GO:0006396,GO:0006399,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009987,GO:0016070,GO:0030529,GO:0032991,GO:0034470,GO:0034641,GO:0034660,GO:0036094,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0097159,GO:1901265,GO:1901360,GO:1901363""",0.580183382376496,0.0255586056747037,"0","ConEnriched"
"AIPGENE11320",NA,NA,NA,NA,22.6897206182292,21.6458283300762,22.4464243035285,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|Q32P51|RA1L2_HUMAN","Heterogeneous nuclear ribonucleoprotein A1-like 2 OS=Homo sapiens GN=HNRNPA1L2 PE=2 SV=2",468,320,169.47,213.37,"106/279","37.99%","39.10%",1.37e-46,"""GO:0000166,GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005575,GO:0005634,GO:0005681,GO:0005737,GO:0006139,GO:0006396,GO:0006397,GO:0006725,GO:0006807,GO:0006810,GO:0008150,GO:0008152,GO:0008380,GO:0009987,GO:0015931,GO:0016070,GO:0016071,GO:0030529,GO:0032991,GO:0034641,GO:0036094,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044260,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0046483,GO:0050657,GO:0050658,GO:0051028,GO:0051234,GO:0051236,GO:0071702,GO:0071704,GO:0071705,GO:0090304,GO:0097159,GO:1901265,GO:1901360,GO:1901363""",NA,NA,"0","ConEnriched"
"AIPGENE11341",NA,NA,NA,NA,23.7158989742549,23.927240918268,23.1514150529017,24.5869301246601,23.7665982705414,24.2954635246711,NA,NA,NA,NA,NA,NA,"nr","gi|156391163|ref|XP_001635638.1|","predicted protein [Nematostella vectensis] >gi|156222734|gb|EDO43575.1| predicted protein [Nematostella vectensis]",136,273,84.34,84.34,"43/87","49.43%","63.97%",3.74e-17,"",-0.429026610169801,0.00489496116222794,"0","ConEnriched"
"AIPGENE11440",NA,NA,NA,NA,24.7067634525348,24.3649106749521,23.7611672491351,24.6702294079626,23.4861107703873,23.9653696355067,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|P21399|ACOC_HUMAN","Cytoplasmic aconitate hydratase OS=Homo sapiens GN=ACO1 PE=1 SV=3",922,889,1315.44,1315.44,"622/896","69.42%","97.18%",0,"""GO:0003008,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003824,GO:0003994,GO:0005488,GO:0005515,GO:0005575,GO:0005737,GO:0005739,GO:0005783,GO:0005794,GO:0005829,GO:0006082,GO:0006099,GO:0006101,GO:0006417,GO:0006873,GO:0006875,GO:0006879,GO:0008150,GO:0008152,GO:0009791,GO:0009889,GO:0009987,GO:0010035,GO:0010038,GO:0010039,GO:0010040,GO:0010468,GO:0010556,GO:0010608,GO:0016829,GO:0016835,GO:0016836,GO:0019222,GO:0019725,GO:0019752,GO:0022600,GO:0030003,GO:0030350,GO:0031323,GO:0031326,GO:0031982,GO:0031988,GO:0032268,GO:0032501,GO:0032502,GO:0042221,GO:0042592,GO:0043167,GO:0043169,GO:0043226,GO:0043227,GO:0043229,GO:0043230,GO:0043231,GO:0043436,GO:0044237,GO:0044238,GO:0044281,GO:0044421,GO:0044424,GO:0044444,GO:0044464,GO:0044699,GO:0044707,GO:0044710,GO:0044763,GO:0044767,GO:0044822,GO:0046872,GO:0046916,GO:0048878,GO:0050789,GO:0050794,GO:0050801,GO:0050892,GO:0050896,GO:0051246,GO:0051536,GO:0051539,GO:0051540,GO:0055065,GO:0055072,GO:0055076,GO:0055080,GO:0055082,GO:0060255,GO:0065007,GO:0065008,GO:0065010,GO:0070062,GO:0071704,GO:0072350,GO:0080090,GO:0097159,GO:1901363,GO:2000112""",NA,NA,"0","ConEnriched"
"AIPGENE11563",NA,NA,NA,NA,26.6369448371141,26.3084453362686,26.4733893778784,26.4868223901225,26.3151746050376,26.3650815654295,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|Q5REU4|SND1_PONAB","Staphylococcal nuclease domain-containing protein 1 OS=Pongo abelii GN=SND1 PE=2 SV=1",890,910,1033.86,1033.86,"523/905","57.79%","98.99%",0,"""GO:0003674,GO:0003676,GO:0003824,GO:0004518,GO:0005488,GO:0005575,GO:0005634,GO:0005737,GO:0006139,GO:0006351,GO:0006355,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009892,GO:0009987,GO:0010468,GO:0010556,GO:0010605,GO:0010629,GO:0016023,GO:0016070,GO:0016442,GO:0016458,GO:0016787,GO:0016788,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0030529,GO:0031047,GO:0031323,GO:0031326,GO:0031332,GO:0031410,GO:0031982,GO:0031988,GO:0032774,GO:0032991,GO:0034641,GO:0034645,GO:0034654,GO:0042470,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0044699,GO:0044763,GO:0046483,GO:0048519,GO:0048770,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0090305,GO:0097159,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:2000112,GO:2001141""",NA,NA,"0","ConEnriched"
"AIPGENE11578",NA,NA,NA,NA,24.9935253482639,24.2068709950953,24.2223264669784,23.9544073712121,23.491040619978,24.2245210691072,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|Q8NC69|KCTD6_HUMAN","BTB/POZ domain-containing protein KCTD6 OS=Homo sapiens GN=KCTD6 PE=2 SV=2",269,237,89.74,89.74,"42/80","52.50%","29.74%",7.93e-20,"""GO:0003674,GO:0005488,GO:0005515,GO:0006461,GO:0008092,GO:0008150,GO:0016043,GO:0022607,GO:0030506,GO:0043933,GO:0051259,GO:0051260,GO:0065003,GO:0071822,GO:0071840""",NA,NA,"0","ConEnriched"
"AIPGENE1158",NA,NA,NA,NA,21.5238223664406,NA,20.9778390302058,NA,20.6933999024194,NA,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|Q5R9H4|A1CF_PONAB","APOBEC1 complementation factor OS=Pongo abelii GN=A1CF PE=2 SV=1",462,587,481.49,481.49,"254/448","56.70%","94.81%",1.92e-163,"""GO:0000166,GO:0003674,GO:0003676,GO:0003723,GO:0003727,GO:0005488,GO:0005575,GO:0005634,GO:0005737,GO:0005783,GO:0006139,GO:0006396,GO:0006397,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0010468,GO:0010608,GO:0016070,GO:0016071,GO:0019222,GO:0030895,GO:0031647,GO:0032991,GO:0034641,GO:0036094,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043234,GO:0044237,GO:0044238,GO:0044260,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0046483,GO:0050789,GO:0050821,GO:0060255,GO:0065007,GO:0065008,GO:0071704,GO:0090304,GO:0097159,GO:1901265,GO:1901360,GO:1901363""",NA,NA,"0","ConEnriched"
"AIPGENE11583",NA,NA,NA,NA,25.146404000201,24.5580235582532,25.2040889017425,25.3964608510843,25.9422622329468,25.7474786043692,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|Q4DJ07|PGFS_TRYCC","Prostaglandin F synthase OS=Trypanosoma cruzi (strain CL Brener) GN=Tc00.1047053511287.49 PE=1 SV=2",480,283,202.6,349.73,"182/466","39.06%","93.96%",3.6e-59,"""GO:0000166,GO:0001516,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005737,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0006636,GO:0006690,GO:0006692,GO:0006693,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009987,GO:0016053,GO:0016491,GO:0016614,GO:0016616,GO:0019752,GO:0032787,GO:0033559,GO:0036094,GO:0036131,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0044699,GO:0044710,GO:0044711,GO:0044763,GO:0046394,GO:0046456,GO:0046457,GO:0047017,GO:0055114,GO:0071704,GO:0072330,GO:0097159,GO:1901265,GO:1901363,GO:1901568,GO:1901570,GO:1901576""",0.469272522141885,0.0128570438982281,"0","ConEnriched"
"AIPGENE11590",NA,NA,NA,NA,23.1564884134531,24.0370388840144,24.4859599872364,23.6048196282548,24.6453375015707,24.0968257658553,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|Q00168|KCC2A_DROME","Calcium/calmodulin-dependent protein kinase type II alpha chain OS=Drosophila melanogaster GN=CaMKII PE=1 SV=1",470,530,619,619,"290/508","57.09%","96.81%",0,"""GO:0000166,GO:0001882,GO:0001883,GO:0003008,GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0004683,GO:0005488,GO:0005515,GO:0005516,GO:0005524,GO:0005575,GO:0005886,GO:0005954,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0007154,GO:0007267,GO:0007268,GO:0007528,GO:0007610,GO:0007611,GO:0007613,GO:0007616,GO:0007617,GO:0007619,GO:0008049,GO:0008150,GO:0008152,GO:0008582,GO:0009987,GO:0016020,GO:0016043,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017076,GO:0019098,GO:0019538,GO:0022414,GO:0023052,GO:0030424,GO:0030425,GO:0030554,GO:0031344,GO:0032501,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0033057,GO:0035639,GO:0036094,GO:0036211,GO:0040008,GO:0042995,GO:0043005,GO:0043167,GO:0043168,GO:0043170,GO:0043234,GO:0043412,GO:0043900,GO:0044087,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044425,GO:0044456,GO:0044459,GO:0044464,GO:0044699,GO:0044700,GO:0044703,GO:0044705,GO:0044706,GO:0044707,GO:0044708,GO:0044763,GO:0045211,GO:0048609,GO:0048638,GO:0048786,GO:0050789,GO:0050793,GO:0050794,GO:0050807,GO:0050808,GO:0050877,GO:0050890,GO:0050896,GO:0051128,GO:0051239,GO:0051489,GO:0051704,GO:0051705,GO:0051960,GO:0051963,GO:0060179,GO:0060278,GO:0060491,GO:0065007,GO:0071704,GO:0071840,GO:0097060,GO:0097159,GO:0097367,GO:0097458,GO:1901265,GO:1901363,GO:2000026,GO:2000241""",NA,NA,"0","ConEnriched"
"AIPGENE11602",NA,NA,NA,NA,21.7355849049158,NA,21.4266552374459,20.3886247066488,20.3457839889115,21.431827086377,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|O14974|MYPT1_HUMAN","Protein phosphatase 1 regulatory subunit 12A OS=Homo sapiens GN=PPP1R12A PE=1 SV=1",914,1030,355.14,355.14,"168/287","58.54%","31.29%",8.82e-105,"""GO:0000086,GO:0000278,GO:0000280,GO:0000776,GO:0003674,GO:0004857,GO:0004871,GO:0005488,GO:0005515,GO:0005575,GO:0005654,GO:0005737,GO:0005813,GO:0005815,GO:0005856,GO:0006355,GO:0006357,GO:0006464,GO:0006470,GO:0006793,GO:0006796,GO:0006996,GO:0007049,GO:0007067,GO:0007165,GO:0008150,GO:0008152,GO:0008287,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0010921,GO:0015629,GO:0016043,GO:0016311,GO:0019208,GO:0019219,GO:0019220,GO:0019222,GO:0019538,GO:0019899,GO:0019900,GO:0019901,GO:0022402,GO:0030155,GO:0030234,GO:0031023,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0032386,GO:0032879,GO:0032991,GO:0035303,GO:0035507,GO:0036211,GO:0043086,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043234,GO:0043292,GO:0043412,GO:0043666,GO:0044092,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044430,GO:0044444,GO:0044446,GO:0044464,GO:0044699,GO:0044763,GO:0044770,GO:0044772,GO:0044839,GO:0045893,GO:0045935,GO:0045944,GO:0046822,GO:0048285,GO:0048518,GO:0048522,GO:0050789,GO:0050790,GO:0050794,GO:0050896,GO:0051049,GO:0051171,GO:0051173,GO:0051174,GO:0051252,GO:0051254,GO:0051297,GO:0051336,GO:0051716,GO:0060089,GO:0060255,GO:0060341,GO:0065007,GO:0065009,GO:0071704,GO:0071840,GO:0071889,GO:0072357,GO:0080090,GO:1902494,GO:1902589,GO:1902680,GO:1903047,GO:2000112,GO:2001141""",NA,NA,"0","ConEnriched"
"AIPGENE11620",NA,NA,NA,NA,22.860300780751,NA,21.982283357336,NA,23.0029490426357,NA,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|O35409|FOLH1_MOUSE","Glutamate carboxypeptidase 2 OS=Mus musculus GN=Folh1 PE=2 SV=2",739,752,456.83,456.83,"277/751","36.88%","98.65%",9.81e-148,"""GO:0003674,GO:0003824,GO:0004180,GO:0005488,GO:0005575,GO:0005634,GO:0005737,GO:0005886,GO:0005887,GO:0006082,GO:0006508,GO:0006520,GO:0006575,GO:0006725,GO:0006732,GO:0006760,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008237,GO:0008238,GO:0009987,GO:0016020,GO:0016021,GO:0016787,GO:0016805,GO:0019538,GO:0019752,GO:0042558,GO:0043167,GO:0043169,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0044237,GO:0044238,GO:0044281,GO:0044424,GO:0044425,GO:0044459,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0046483,GO:0046872,GO:0051186,GO:0070011,GO:0071704,GO:1901360,GO:1901564,GO:1901605""",NA,NA,"1","ConEnriched"
"AIPGENE11623",NA,NA,NA,NA,22.6297855207301,NA,NA,22.7481652832133,22.8366087074506,23.2336307038585,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|Q28CM8|ARFG2_XENTR","ADP-ribosylation factor GTPase-activating protein 2 OS=Xenopus tropicalis GN=arfgap2 PE=2 SV=1",516,526,343.97,343.97,"226/551","41.02%","99.22%",6.49e-110,"""GO:0000139,GO:0003674,GO:0005083,GO:0005096,GO:0005488,GO:0005575,GO:0005737,GO:0005794,GO:0006140,GO:0006810,GO:0008047,GO:0008060,GO:0008150,GO:0008270,GO:0009118,GO:0009894,GO:0015031,GO:0016020,GO:0016192,GO:0019219,GO:0019220,GO:0019222,GO:0030234,GO:0030695,GO:0030811,GO:0031090,GO:0031323,GO:0031329,GO:0032312,GO:0032318,GO:0033121,GO:0033124,GO:0043085,GO:0043087,GO:0043167,GO:0043169,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043547,GO:0044093,GO:0044422,GO:0044424,GO:0044431,GO:0044444,GO:0044446,GO:0044464,GO:0045184,GO:0046872,GO:0046914,GO:0050789,GO:0050790,GO:0050794,GO:0051171,GO:0051174,GO:0051234,GO:0051336,GO:0051345,GO:0060589,GO:0065007,GO:0065009,GO:0071702,GO:0080090,GO:0098588,GO:1900542""",0.473859340298818,0.00312697525597602,"0","ConEnriched"
